Customer_ID,total_logins,new_device_rate,unusual_location_rate,off_hours_rate,avg_failed_attempts,failed_auth_rate,distinct_devices,anomaly_score,is_anomalous
CUST014364,6,0.8333333333333334,0.3333333333333333,0.0,1.8333333333333333,0.6666666666666666,6,0.683432277625505,1
CUST005758,8,0.625,0.5,0.125,0.25,0.125,8,0.6833931453506578,1
CUST007843,2,0.5,1.0,0.5,3.0,1.0,2,0.6829336631461402,1
CUST005185,1,1.0,0.0,1.0,2.0,1.0,1,0.6827024635211764,1
CUST012950,1,1.0,0.0,1.0,2.0,1.0,1,0.6827024635211764,1
CUST014250,1,1.0,0.0,1.0,2.0,1.0,1,0.6827024635211764,1
CUST011236,1,1.0,0.0,1.0,2.0,1.0,1,0.6827024635211764,1
CUST010373,1,1.0,0.0,1.0,2.0,1.0,1,0.6827024635211764,1
CUST006948,1,1.0,0.0,1.0,2.0,1.0,1,0.6827024635211764,1
CUST005931,1,1.0,0.0,1.0,2.0,1.0,1,0.6827024635211764,1
CUST003761,6,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,6,0.682243203857883,1
CUST015586,1,1.0,0.0,1.0,1.0,1.0,1,0.6811021677748461,1
CUST008504,1,1.0,0.0,1.0,1.0,1.0,1,0.6811021677748461,1
CUST010485,1,1.0,0.0,1.0,1.0,1.0,1,0.6811021677748461,1
CUST009101,4,0.75,0.75,0.25,2.5,0.75,4,0.6807549088744307,1
CUST010445,6,0.8333333333333334,0.6666666666666666,0.16666666666666666,1.0,0.5,6,0.6792567594498486,1
CUST013692,7,0.8571428571428571,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.14285714285714285,7,0.6791800237225954,1
CUST015765,4,1.0,0.75,0.25,1.5,0.75,4,0.6790137621874515,1
CUST008602,2,0.5,0.5,0.5,4.0,1.0,2,0.678441316981734,1
CUST001709,4,0.75,0.75,0.25,2.25,0.75,4,0.6750483857162974,1
CUST017910,2,0.0,0.5,0.5,4.0,1.0,2,0.6750121923109349,1
CUST001376,5,0.6,1.0,0.0,1.8,0.8,4,0.6750021994674944,1
CUST010959,7,0.7142857142857143,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,7,0.6745765736216567,1
CUST012002,6,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.8333333333333334,0.3333333333333333,5,0.6744593624615113,1
CUST014296,1,0.0,1.0,1.0,2.0,1.0,1,0.6743027694738409,1
CUST006214,1,0.0,1.0,1.0,2.0,1.0,1,0.6743027694738409,1
CUST009129,1,0.0,1.0,1.0,2.0,1.0,1,0.6743027694738409,1
CUST003085,1,0.0,1.0,1.0,2.0,1.0,1,0.6743027694738409,1
CUST004263,1,0.0,1.0,1.0,2.0,1.0,1,0.6743027694738409,1
CUST005303,1,0.0,1.0,1.0,2.0,1.0,1,0.6743027694738409,1
CUST001035,1,0.0,1.0,1.0,2.0,1.0,1,0.6743027694738409,1
CUST013737,2,1.0,0.5,0.5,3.0,1.0,2,0.6740179740479502,1
CUST000598,5,0.6,1.0,0.2,1.4,0.4,5,0.6739138456233108,1
CUST000169,7,0.7142857142857143,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.2857142857142857,6,0.6736334564323416,1
CUST003574,7,0.7142857142857143,0.42857142857142855,0.14285714285714285,1.0,0.42857142857142855,6,0.6729611558726224,1
CUST017176,6,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,6,0.6724858379461952,1
CUST019657,7,0.7142857142857143,0.5714285714285714,0.0,0.5714285714285714,0.2857142857142857,7,0.6724539131627939,1
CUST010077,2,1.0,1.0,0.0,3.0,1.0,2,0.6723292515326246,1
CUST011689,7,0.42857142857142855,0.5714285714285714,0.2857142857142857,1.1428571428571428,0.42857142857142855,5,0.6722289925338456,1
CUST005925,2,0.0,1.0,0.5,2.5,1.0,2,0.6717254348654291,1
CUST015699,1,0.0,1.0,1.0,1.0,1.0,1,0.6709386711796999,1
CUST000100,1,0.0,1.0,1.0,1.0,1.0,1,0.6709386711796999,1
CUST011020,1,0.0,1.0,1.0,1.0,1.0,1,0.6709386711796999,1
CUST011966,1,0.0,1.0,1.0,1.0,1.0,1,0.6709386711796999,1
CUST016922,1,0.0,1.0,1.0,1.0,1.0,1,0.6709386711796999,1
CUST007305,1,0.0,1.0,1.0,1.0,1.0,1,0.6709386711796999,1
CUST004258,1,0.0,1.0,1.0,1.0,1.0,1,0.6709386711796999,1
CUST012309,1,0.0,1.0,1.0,1.0,1.0,1,0.6709386711796999,1
CUST012611,1,0.0,1.0,1.0,1.0,1.0,1,0.6709386711796999,1
CUST002473,6,0.6666666666666666,0.16666666666666666,0.3333333333333333,1.6666666666666667,0.5,5,0.6708956650296017,1
CUST017839,6,0.6666666666666666,0.5,0.0,1.3333333333333333,0.6666666666666666,6,0.6705178099455612,1
CUST014175,8,0.625,0.5,0.0,0.5,0.25,7,0.6701701537291966,1
CUST015839,7,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.14285714285714285,6,0.6700144963705708,1
CUST005984,8,0.75,0.0,0.125,0.0,0.0,7,0.6697270172462195,1
CUST008222,8,0.75,0.0,0.125,0.0,0.0,8,0.6697270172462195,1
CUST001314,2,0.0,0.5,0.5,4.0,1.0,1,0.6691120189834157,1
CUST007606,2,0.5,0.0,0.5,4.0,1.0,2,0.6690311280392349,1
CUST013261,2,0.5,0.5,0.5,3.5,1.0,2,0.6689660197766373,1
CUST005235,6,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.1666666666666667,0.5,6,0.6683518040641891,1
CUST015162,8,0.625,0.375,0.125,0.625,0.25,6,0.6683490743202124,1
CUST015496,4,1.0,1.0,0.5,0.0,0.0,4,0.6681561284520917,1
CUST013827,1,0.0,0.0,1.0,4.0,1.0,1,0.667904496483192,1
CUST018197,1,0.0,0.0,1.0,4.0,1.0,1,0.667904496483192,1
CUST010782,1,0.0,0.0,1.0,4.0,1.0,1,0.667904496483192,1
CUST013496,1,0.0,0.0,1.0,4.0,1.0,1,0.667904496483192,1
CUST011095,1,0.0,0.0,1.0,4.0,1.0,1,0.667904496483192,1
CUST016262,1,0.0,0.0,1.0,4.0,1.0,1,0.667904496483192,1
CUST004049,1,0.0,0.0,1.0,4.0,1.0,1,0.667904496483192,1
CUST014580,1,0.0,0.0,1.0,4.0,1.0,1,0.667904496483192,1
CUST016316,1,0.0,0.0,1.0,4.0,1.0,1,0.667904496483192,1
CUST016339,1,0.0,0.0,1.0,4.0,1.0,1,0.667904496483192,1
CUST016664,1,0.0,0.0,1.0,4.0,1.0,1,0.667904496483192,1
CUST018228,1,0.0,0.0,1.0,4.0,1.0,1,0.667904496483192,1
CUST003434,6,0.8333333333333334,0.6666666666666666,0.0,0.8333333333333334,0.3333333333333333,6,0.667595268834731,1
CUST014469,5,1.0,0.4,0.0,2.0,0.6,5,0.6665564696239008,1
CUST004777,8,0.5,0.0,0.25,0.0,0.0,6,0.6662395857989125,1
CUST005187,7,0.7142857142857143,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.2857142857142857,6,0.6655693954679804,1
CUST006724,2,1.0,0.5,0.5,2.5,1.0,2,0.665241173787329,1
CUST010205,7,0.7142857142857143,0.0,0.2857142857142857,0.0,0.0,6,0.6646170265965289,1
CUST006416,5,0.4,0.2,0.4,2.0,0.8,4,0.6645612198618976,1
CUST016562,6,0.8333333333333334,0.3333333333333333,0.16666666666666666,1.1666666666666667,0.3333333333333333,6,0.663801151398175,1
CUST014080,4,1.0,0.0,0.25,2.0,0.75,4,0.6635960447719343,1
CUST013607,3,1.0,0.0,0.6666666666666666,2.0,0.6666666666666666,3,0.6633935899601451,1
CUST017602,2,0.5,1.0,0.5,2.0,1.0,2,0.6632095201322596,1
CUST007695,4,0.5,0.75,0.25,2.0,0.75,4,0.6630771672714536,1
CUST008158,6,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,6,0.6628322857531292,1
CUST002192,6,0.6666666666666666,0.16666666666666666,0.0,1.5,0.6666666666666666,5,0.6626211978083678,1
CUST012252,7,0.5714285714285714,0.0,0.14285714285714285,0.5714285714285714,0.14285714285714285,7,0.6620214411001083,1
CUST001799,6,0.5,0.5,0.0,1.8333333333333333,0.6666666666666666,5,0.6616582297055535,1
CUST003777,3,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,3,0.6616055499506073,1
CUST003802,8,0.625,0.0,0.0,0.125,0.125,6,0.6610373755225672,1
CUST013102,4,0.75,0.75,0.5,1.75,0.5,4,0.6610271457176548,1
CUST016567,6,0.6666666666666666,0.3333333333333333,0.16666666666666666,1.3333333333333333,0.3333333333333333,6,0.6603323266925907,1
CUST008499,6,0.8333333333333334,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,6,0.6599962647069428,1
CUST008461,2,0.0,0.0,0.5,4.0,1.0,2,0.6597026566723413,1
CUST015365,8,0.25,0.0,0.375,0.125,0.125,5,0.6593808605644259,1
CUST001175,1,1.0,1.0,0.0,3.0,1.0,1,0.6593451668580013,1
CUST017967,1,1.0,1.0,0.0,3.0,1.0,1,0.6593451668580013,1
CUST000280,1,1.0,1.0,0.0,3.0,1.0,1,0.6593451668580013,1
CUST013163,1,1.0,1.0,0.0,3.0,1.0,1,0.6593451668580013,1
CUST003893,1,1.0,1.0,0.0,3.0,1.0,1,0.6593451668580013,1
CUST017184,1,1.0,1.0,0.0,3.0,1.0,1,0.6593451668580013,1
CUST018113,1,1.0,1.0,0.0,3.0,1.0,1,0.6593451668580013,1
CUST017463,1,1.0,1.0,0.0,3.0,1.0,1,0.6593451668580013,1
CUST013731,1,1.0,1.0,0.0,3.0,1.0,1,0.6593451668580013,1
CUST010833,1,1.0,1.0,0.0,3.0,1.0,1,0.6593451668580013,1
CUST019063,1,1.0,1.0,0.0,3.0,1.0,1,0.6593451668580013,1
CUST005554,1,1.0,1.0,0.0,3.0,1.0,1,0.6593451668580013,1
CUST000882,1,1.0,1.0,0.0,3.0,1.0,1,0.6593451668580013,1
CUST010229,1,1.0,1.0,0.0,3.0,1.0,1,0.6593451668580013,1
CUST005597,1,1.0,1.0,0.0,3.0,1.0,1,0.6593451668580013,1
CUST013618,1,1.0,1.0,0.0,3.0,1.0,1,0.6593451668580013,1
CUST003394,1,1.0,1.0,0.0,3.0,1.0,1,0.6593451668580013,1
CUST014099,1,1.0,1.0,0.0,3.0,1.0,1,0.6593451668580013,1
CUST011117,1,1.0,1.0,0.0,3.0,1.0,1,0.6593451668580013,1
CUST015681,1,1.0,1.0,0.0,3.0,1.0,1,0.6593451668580013,1
CUST001449,1,1.0,1.0,0.0,3.0,1.0,1,0.6593451668580013,1
CUST003634,8,0.375,0.5,0.125,0.25,0.25,5,0.6591120421755053,1
CUST019207,6,0.6666666666666666,0.16666666666666666,0.0,1.3333333333333333,0.3333333333333333,6,0.6590363930695179,1
CUST017834,3,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,3,0.6589803353692385,1
CUST010059,1,1.0,1.0,1.0,0.0,0.0,1,0.6586502766700374,1
CUST019363,1,1.0,1.0,1.0,0.0,0.0,1,0.6586502766700374,1
CUST000445,1,1.0,1.0,1.0,0.0,0.0,1,0.6586502766700374,1
CUST015856,1,1.0,1.0,1.0,0.0,0.0,1,0.6586502766700374,1
CUST004905,1,1.0,1.0,1.0,0.0,0.0,1,0.6586502766700374,1
CUST011416,1,1.0,1.0,1.0,0.0,0.0,1,0.6586502766700374,1
CUST007693,1,1.0,1.0,1.0,0.0,0.0,1,0.6586502766700374,1
CUST017544,1,1.0,1.0,1.0,0.0,0.0,1,0.6586502766700374,1
CUST019040,1,1.0,1.0,1.0,0.0,0.0,1,0.6586502766700374,1
CUST004894,1,1.0,1.0,1.0,0.0,0.0,1,0.6586502766700374,1
CUST008550,1,1.0,1.0,1.0,0.0,0.0,1,0.6586502766700374,1
CUST000205,1,1.0,1.0,1.0,0.0,0.0,1,0.6586502766700374,1
CUST004180,1,1.0,1.0,1.0,0.0,0.0,1,0.6586502766700374,1
CUST012193,1,1.0,1.0,1.0,0.0,0.0,1,0.6586502766700374,1
CUST005598,1,1.0,1.0,1.0,0.0,0.0,1,0.6586502766700374,1
CUST018255,1,1.0,1.0,1.0,0.0,0.0,1,0.6586502766700374,1
CUST006358,1,1.0,1.0,1.0,0.0,0.0,1,0.6586502766700374,1
CUST018269,1,1.0,1.0,1.0,0.0,0.0,1,0.6586502766700374,1
CUST009787,1,1.0,1.0,1.0,0.0,0.0,1,0.6586502766700374,1
CUST005895,1,1.0,1.0,1.0,0.0,0.0,1,0.6586502766700374,1
CUST015031,1,1.0,1.0,1.0,0.0,0.0,1,0.6586502766700374,1
CUST000606,1,1.0,1.0,1.0,0.0,0.0,1,0.6586502766700374,1
CUST018563,1,1.0,1.0,1.0,0.0,0.0,1,0.6586502766700374,1
CUST003195,1,1.0,1.0,1.0,0.0,0.0,1,0.6586502766700374,1
CUST009882,1,1.0,1.0,1.0,0.0,0.0,1,0.6586502766700374,1
CUST014829,3,1.0,0.6666666666666666,0.0,2.3333333333333335,1.0,3,0.6586117166619353,1
CUST017191,6,0.6666666666666666,0.16666666666666666,0.5,0.8333333333333334,0.3333333333333333,5,0.6584277966435012,1
CUST006608,2,0.0,1.0,0.5,2.5,1.0,1,0.6583707357477836,1
CUST006549,4,1.0,0.25,0.0,2.5,0.75,4,0.6581595186420747,1
CUST007690,6,0.8333333333333334,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,6,0.6580550830557214,1
CUST016042,4,0.25,0.25,0.0,3.0,1.0,4,0.6580417732120106,1
CUST003176,2,0.0,0.5,0.5,3.5,1.0,1,0.6580332153074401,1
CUST010636,2,0.0,0.5,0.5,3.5,1.0,1,0.6580332153074401,1
CUST005421,7,0.42857142857142855,0.2857142857142857,0.0,1.4285714285714286,0.5714285714285714,5,0.6578598201804644,1
CUST007548,2,1.0,0.0,0.5,2.5,1.0,2,0.6577973701928794,1
CUST013409,5,0.8,0.4,0.2,1.6,0.6,5,0.6575768148431201,1
CUST001260,6,0.8333333333333334,0.3333333333333333,0.0,0.6666666666666666,0.16666666666666666,6,0.6573658207972718,1
CUST009623,2,0.5,0.5,0.5,3.0,1.0,2,0.6573399577143951,1
CUST008745,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST002031,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST016484,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST018155,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST011602,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST008052,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST010882,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST011112,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST015502,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST007680,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST004892,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST018415,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST011777,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST010075,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST005589,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST010189,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST007782,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST004483,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST016109,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST016208,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST006352,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST003036,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST016859,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST017996,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST017098,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST001989,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST008894,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST012421,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST001627,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST009929,1,1.0,0.0,0.0,4.0,1.0,1,0.657180696613806,1
CUST003336,2,1.0,0.5,0.0,3.5,1.0,2,0.6566678882472611,1
CUST010257,2,1.0,0.5,0.0,3.5,1.0,2,0.6566678882472611,1
CUST014722,2,1.0,0.5,0.0,3.5,1.0,2,0.6566678882472611,1
CUST019996,2,0.0,1.0,1.0,2.0,0.5,2,0.6565797851455416,1
CUST019910,6,0.6666666666666666,0.3333333333333333,0.5,0.0,0.0,5,0.655828675552859,1
CUST002801,3,1.0,1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,3,0.6558267901751316,1
CUST005138,4,1.0,0.25,0.25,1.75,0.75,4,0.6557097914090078,1
CUST018512,2,1.0,0.0,0.0,3.5,1.0,2,0.6551137073088324,1
CUST002046,2,1.0,0.0,1.0,2.0,0.5,2,0.654918510290867,1
CUST003557,7,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,6,0.6547941511058065,1
CUST018148,6,0.6666666666666666,0.3333333333333333,0.0,2.0,0.5,5,0.6547686901171337,1
CUST000998,7,0.42857142857142855,0.14285714285714285,0.0,0.42857142857142855,0.14285714285714285,6,0.6543507747429859,1
CUST015851,6,0.8333333333333334,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,6,0.6542186097681216,1
CUST016129,6,0.6666666666666666,0.3333333333333333,0.16666666666666666,1.1666666666666667,0.3333333333333333,6,0.6539810105496374,1
CUST002926,2,1.0,1.0,0.5,2.0,0.5,2,0.6539751882413272,1
CUST015764,2,1.0,1.0,0.5,2.0,0.5,2,0.6539751882413272,1
CUST007341,2,1.0,1.0,0.5,2.0,0.5,2,0.6539751882413272,1
CUST003437,3,0.0,0.6666666666666666,0.3333333333333333,3.3333333333333335,1.0,1,0.653851854537807,1
CUST012657,5,0.8,0.4,0.2,1.4,0.6,5,0.6538036443633296,1
CUST015103,2,1.0,0.5,0.5,2.0,1.0,2,0.6536313311815588,1
CUST018797,2,0.5,1.0,0.5,1.0,1.0,2,0.6533292455466778,1
CUST004128,2,0.5,0.0,1.0,1.0,1.0,2,0.653323255910954,1
CUST000029,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,1.0,2,0.6526410709599242,1
CUST015421,2,1.0,1.0,0.0,2.0,1.0,2,0.6526112098957205,1
CUST018829,5,1.0,0.4,0.0,1.2,0.6,5,0.6525860077168874,1
CUST013380,7,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.14285714285714285,5,0.6525332633688246,1
CUST010817,4,0.75,0.0,0.0,2.75,0.75,4,0.6520195943446705,1
CUST004458,2,0.5,1.0,0.0,3.0,1.0,2,0.6518823038788755,1
CUST001288,2,0.5,1.0,0.0,3.0,1.0,2,0.6518823038788755,1
CUST012952,2,0.5,1.0,0.0,3.0,1.0,2,0.6518823038788755,1
CUST013941,5,0.6,0.6,0.0,1.6,0.6,5,0.6517749661167099,1
CUST019997,4,0.75,0.0,0.25,2.0,0.75,4,0.6511953603574548,1
CUST019154,6,0.5,0.5,0.16666666666666666,1.5,0.5,5,0.6511659926463581,1
CUST004183,4,0.0,0.5,0.5,2.5,1.0,1,0.6509503183131168,1
CUST016512,6,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,6,0.6506842246559884,1
CUST002427,4,1.0,0.75,0.0,2.0,0.5,4,0.6504991911426181,1
CUST018790,3,1.0,1.0,0.0,2.0,0.6666666666666666,3,0.6504033133077509,1
CUST004051,4,1.0,0.25,0.5,1.5,0.5,4,0.6493191736871772,1
CUST018021,5,0.8,0.4,0.4,1.2,0.4,5,0.6489117267258404,1
CUST009267,2,1.0,0.0,0.5,2.0,1.0,2,0.6487417196868183,1
CUST018198,4,0.75,0.75,0.0,1.25,0.75,4,0.6482592682136862,1
CUST002322,2,0.5,0.5,0.0,4.0,1.0,2,0.6481324258186092,1
CUST002079,5,0.8,0.8,0.0,0.8,0.4,5,0.6477758908446718,1
CUST009001,4,0.75,0.5,0.25,1.75,0.75,4,0.6476382043786799,1
CUST010692,4,0.75,0.5,0.25,1.75,0.75,4,0.6476382043786799,1
CUST017403,3,1.0,0.6666666666666666,0.0,2.0,1.0,3,0.6475827338984251,1
CUST013785,6,0.6666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,6,0.6474239222691215,1
CUST004645,3,0.6666666666666666,0.6666666666666666,0.0,2.6666666666666665,1.0,3,0.6473306721332474,1
CUST008252,2,0.0,0.0,0.5,3.5,1.0,2,0.6471882602369189,1
CUST015584,2,1.0,0.5,1.0,1.5,0.5,2,0.6471464744674408,1
CUST014623,2,1.0,0.5,1.0,1.5,0.5,2,0.6471464744674408,1
CUST005505,7,0.5714285714285714,0.0,0.0,0.0,0.0,6,0.6467790474809268,1
CUST002884,6,0.6666666666666666,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666,5,0.646706685899095,1
CUST002284,5,1.0,0.8,0.0,0.0,0.0,5,0.6465902161074727,1
CUST005383,1,1.0,1.0,0.0,2.0,1.0,1,0.6465575338242052,1
CUST004543,1,1.0,1.0,0.0,2.0,1.0,1,0.6465575338242052,1
CUST015831,1,1.0,1.0,0.0,2.0,1.0,1,0.6465575338242052,1
CUST004906,1,1.0,1.0,0.0,2.0,1.0,1,0.6465575338242052,1
CUST014397,1,1.0,1.0,0.0,2.0,1.0,1,0.6465575338242052,1
CUST009778,1,1.0,1.0,0.0,2.0,1.0,1,0.6465575338242052,1
CUST000850,1,1.0,1.0,0.0,2.0,1.0,1,0.6465575338242052,1
CUST005499,1,1.0,1.0,0.0,2.0,1.0,1,0.6465575338242052,1
CUST003412,1,1.0,1.0,0.0,2.0,1.0,1,0.6465575338242052,1
CUST014012,1,1.0,1.0,0.0,2.0,1.0,1,0.6465575338242052,1
CUST001241,1,1.0,1.0,0.0,2.0,1.0,1,0.6465575338242052,1
CUST019611,1,1.0,1.0,0.0,2.0,1.0,1,0.6465575338242052,1
CUST018925,1,1.0,1.0,0.0,2.0,1.0,1,0.6465575338242052,1
CUST002003,1,1.0,1.0,0.0,2.0,1.0,1,0.6465575338242052,1
CUST006970,1,1.0,1.0,0.0,2.0,1.0,1,0.6465575338242052,1
CUST006988,1,1.0,1.0,0.0,2.0,1.0,1,0.6465575338242052,1
CUST006887,1,1.0,1.0,0.0,2.0,1.0,1,0.6465575338242052,1
