detection_rate,fraud_amount_caught,total_review_cost,net_benefit,fraud_still_missed,pct_of_total_fraud_caught,scenario,n_claims_reviewed
0.04687144797572939,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.8847911695683591,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.4684816279761387,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.43330319436759934,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.12687875003338933,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.19324743999231825,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.41644520158861426,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.058661921561529974,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.1392893444990512,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.7718683619954182,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.7185927184309296,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.3997087196355502,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.3955522128357469,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.1326736520681156,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.21972957523830108,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.20355130020386444,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.6712285167534509,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.804457317606023,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.6767956901052884,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.1582958683477152,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.24289855389085332,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.9113237735330598,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.27201031489764144,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.5338092132360207,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.145348871014051,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.08233639736280107,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.14948282767823431,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.551975249124728,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.5381032065449023,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.6055561117864862,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.41392384578453506,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.6520872018705399,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.32731091678908497,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.25038318031105095,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.11559250143027164,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.24293922316622404,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.24093582790667376,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.4214245086899919,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.20734896429400104,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.02034317037285306,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.8225831549777831,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.7992508787289487,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.5970801657550167,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.1404292646350814,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.4995620883930487,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.3317431517817807,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.5433025783405373,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.019352410032689997,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.0820972387724435,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.5182553320423723,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.8957915104022153,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.5433234528515012,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.4604235058348996,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.579624258851371,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.13983971614419405,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.1087894699536906,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.15918815927557983,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.8175249620143205,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.2902435789859171,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.7652142110285242,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.13198521511772235,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.8868169171286406,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.4059098782192935,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.687702032662708,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.55865398489409,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.8449593508279544,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.9498097588779002,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.3315729010798453,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.14303400603882122,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.3866767174189773,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.33089136369990224,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.949425189475504,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.5222169811545232,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.9170042022872676,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.12070642771189416,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.38659284558756085,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.773152983121356,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.10626489962921531,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.5865554027866297,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.31557603533911877,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.25464140653518613,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.3378032509413423,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.2412429945072615,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.9642460995587826,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.05843825802156408,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.6560888908016862,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.17169817699249518,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.33743139599333716,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.9051882295021882,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.976138470243732,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.6836829923550191,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.5524904537848421,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.7019377713829057,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.8979042100717318,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.7859761106429415,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.5664809263443022,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.8189282100972817,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.29419026978061297,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.09441875696190659,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.6722095260231098,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.17557477122370055,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.5892846138802054,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.26905146411031716,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.8997473007670099,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.9675423579014761,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.865013434734991,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.1642540863398515,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.021763290018447998,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.7086153027913774,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.8793668264935036,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.9102355244882728,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.10369271367150516,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.049867098007257776,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.8521307144823339,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.4856388834175768,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.17072007958324686,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.1079868499237558,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.7054665394800018,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.591826014064791,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.872526050106711,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.8013923824356474,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.4837571159450807,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.2897256793661684,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.09936689992075753,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.4053934328901464,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.13822880306510216,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.6729078190066901,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.9516530997727863,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.22216895083519028,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.9828406879482415,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.20038270373605152,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.29703553201133504,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.6156306638396297,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.032637112354301535,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.08217484631868083,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.5749316397355976,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.18739950407314362,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.2268118868190053,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.4824932431320113,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.31849374599850516,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.8478424648779539,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.4306608937412307,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.46380040513558923,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.37727297043933217,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.6688245113427458,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.8552837664867348,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.7625669209895488,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.24619298469029707,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.6340294066904677,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.4991374731846037,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.6477866085731652,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.8253351086939306,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.24368348603530973,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.3839684161311076,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.46864169720223103,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.8232948131021892,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.2306143118252891,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.03160920576640202,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.24660972243301016,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.13943967150783604,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.328799952613309,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.8718512684680976,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.4697012772887399,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.4640875499947737,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.7563916278683582,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.5199846538518361,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.9812760306901547,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.9628069097694782,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.06058830125020111,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.776134466255396,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.48107187716601985,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.33777526845117517,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.7723606992844508,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.21008493515635734,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.8690110477511536,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.6885901591087413,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.06416619673720271,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.5182163546512936,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.5987230324273072,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.8748038722395265,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.7773533525835457,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.6936686789562831,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.37239454871000727,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.5522241476666963,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.7753850302500264,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.08741983584572088,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.38967651845614065,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.11797072811521608,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.621676246517647,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.885519031640644,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.20259026399167318,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.27272560151306835,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.7237498769228956,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.10554828921592482,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.10657701431815658,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.42216285859932323,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.4702546956557247,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.12461382609579674,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.16722333756583532,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.19980355718626816,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.13325234313164888,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.25810069859167345,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.8435362494329616,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.16034411848398109,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.38121289190705404,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.8061825685865485,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.7124790788389515,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.07675258911280529,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.91743450342777,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.3292520556305046,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.6979820776248931,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.47034720048557416,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.9858634457540313,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.4636822908944194,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.7132599198649743,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.04784725973930937,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
0.1668495031028715,0.0,0.0,0.0,310764764.54,0.0,A - No control (baseline),0
