employee_department,employee_campus,employee_position,employee_seniority_years,is_contractor,employee_classification,has_foreign_citizenship,has_criminal_record,has_medical_history,employee_origin_country,total_printed_pages,num_printed_pages_off_hours,total_files_burned,burned_from_other,is_abroad,trip_day_number,hostility_country_level,num_entries,num_unique_campus,late_exit_flag,entry_during_weekend,is_malicious
Marketing and Business Development,Campus B,Secretary,7,0,2,1,0,0,Israel,30,0,0,0,0,0.0,0,0,0,0,0,0
Marketing and Business Development,Campus B,Secretary,7,0,2,1,0,0,Israel,9,0,0,0,0,0.0,0,1,1,0,0,0
Marketing and Business Development,Campus B,Secretary,7,0,2,1,0,0,Israel,92,0,0,0,0,0.0,0,1,1,0,0,0
Marketing and Business Development,Campus B,Secretary,7,0,2,1,0,0,Israel,12,4,0,0,0,0.0,0,0,0,0,0,0
Marketing and Business Development,Campus B,Secretary,7,0,2,1,0,0,Israel,4,1,0,0,0,0.0,0,1,1,0,0,0
Marketing and Business Development,Campus B,Secretary,7,0,2,1,0,0,Israel,13,0,0,0,0,0.0,0,0,0,0,0,0
Marketing and Business Development,Campus B,Secretary,7,0,2,1,0,0,Israel,23,3,0,0,0,0.0,0,0,0,0,0,0
Marketing and Business Development,Campus B,Secretary,7,0,2,1,0,0,Israel,56,9,0,0,0,0.0,0,1,1,0,0,0
Marketing and Business Development,Campus B,Secretary,7,0,2,1,0,0,Israel,58,0,0,0,0,0.0,0,0,0,0,0,0
Marketing and Business Development,Campus B,Secretary,7,0,2,1,0,0,Israel,16,0,0,0,0,0.0,0,1,1,0,0,0
Marketing and Business Development,Campus B,Secretary,7,0,2,1,0,0,Israel,32,0,9,0,0,0.0,0,1,1,0,0,0
Marketing and Business Development,Campus B,Secretary,7,0,2,1,0,0,Israel,113,14,0,0,0,0.0,0,0,0,0,0,0
Marketing and Business Development,Campus B,Secretary,7,0,2,1,0,0,Israel,5,1,0,0,0,0.0,0,1,1,0,0,0
Marketing and Business Development,Campus B,Secretary,7,0,2,1,0,0,Israel,21,0,0,0,0,0.0,0,0,0,0,0,0
Marketing and Business Development,Campus B,Secretary,7,0,2,1,0,0,Israel,0,0,8,0,0,0.0,0,0,0,0,0,0
Marketing and Business Development,Campus B,Secretary,7,0,2,1,0,0,Israel,32,0,0,0,0,0.0,0,2,1,0,0,0
Marketing and Business Development,Campus B,Secretary,7,0,2,1,0,0,Israel,18,0,0,0,0,0.0,0,2,1,0,0,0
Marketing and Business Development,Campus B,Secretary,7,0,2,1,0,0,Israel,46,18,0,0,0,0.0,0,1,1,0,0,0
Marketing and Business Development,Campus B,Secretary,7,0,2,1,0,0,Israel,25,0,0,0,0,0.0,0,1,1,0,0,0
Engineering Department,Campus A,Test Engineer,16,0,3,1,0,1,India,0,0,0,0,0,0.0,0,0,0,0,0,0
Engineering Department,Campus A,Test Engineer,16,0,3,1,0,1,India,0,0,0,0,0,0.0,0,1,1,0,0,0
Engineering Department,Campus A,Test Engineer,16,0,3,1,0,1,India,0,0,38,0,0,0.0,0,1,1,0,0,0
Engineering Department,Campus A,Test Engineer,16,0,3,1,0,1,India,5,0,0,0,0,0.0,0,0,0,0,0,0
Engineering Department,Campus A,Test Engineer,16,0,3,1,0,1,India,0,0,0,0,0,0.0,0,2,1,0,0,0
Engineering Department,Campus A,Test Engineer,16,0,3,1,0,1,India,8,0,0,0,0,0.0,0,0,0,0,0,0
Engineering Department,Campus A,Test Engineer,16,0,3,1,0,1,India,0,0,5,0,0,0.0,0,1,1,0,0,0
Engineering Department,Campus A,Test Engineer,16,0,3,1,0,1,India,0,0,4,0,0,0.0,0,1,1,0,0,0
